"DOI","Publication Date","Publication Year","Journal","Research Article' or 'non-Research Article'?","Article Title","Citations - CrossRef","Citations - PubMed Central","Citations - Scopus","Total HTML Page Views","Total PDF Downloads","Total XML Downloads","Combined Usage (HTML + PDF + XML)","Blog Coverage - Postgenomic","Blog Coverage - Nature Blogs","Blog Coverage - Bloglines","Number of Trackbacks","Social Bookmarking - CiteULike","Social Bookmarking - Connotea","Number of Ratings","Average Rating","Number of Note threads","Number of replies to Notes","Number of Comment threads","Number of replies to Comments","Number of 'Star Ratings' that also include a text comment"
"10.1371/journal.pone.0004735",03/06/09,2009,"PLoS ONE","RA","Geographic Variation of Strontium and Hydrogen Isotopes in Avian Tissue: Implications for Tracking Migration and Dispersal",0,0,0,301,73,2,376,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0005772",06/03/09,2009,"PLoS ONE","RA","Stable Vascular Connections and Remodeling Require Full Expression of VE-Cadherin in Zebrafish Embryos",0,0,0,472,156,3,631,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004225",01/19/09,2009,"PLoS ONE","RA","Novel Exon of Mammalian ADAR2 Extends Open Reading Frame",1,1,0,333,117,2,452,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0005215",04/22/09,2009,"PLoS ONE","RA","Rare Species Are Valued Big Time",0,0,0,783,118,5,906,0,0,0,2,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0005916",06/16/09,2009,"PLoS ONE","RA","Infectious Prions in Pre-Clinical Deer and Transmission of Chronic Wasting Disease Solely by Environmental Exposure",0,0,0,787,154,2,943,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pbio.1000082",04/14/09,2009,"PLoS Biology","RA","Accelerated Adaptive Evolution on a Newly Formed X Chromosome",0,0,0,2735,763,28,3526,0,0,0,0,6,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004553",02/23/09,2009,"PLoS ONE","RA","Ancestral Origin of the ATTCT Repeat Expansion in Spinocerebellar Ataxia Type 10 (SCA10)",0,0,0,202,54,1,257,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004839",03/27/09,2009,"PLoS ONE","RA","Expression Analysis of the Theileria parva Subtelomere-Encoded Variable Secreted Protein Gene Family",0,0,0,217,43,3,263,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004946",03/18/09,2009,"PLoS ONE","RA","Effect of Cigarette Smoke Extract on Dendritic Cells and Their Impact on T-Cell Proliferation",1,0,1,432,149,2,583,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0006227",07/14/09,2009,"PLoS ONE","RA","A Novel and Efficient Gene Transfer Strategy Reduces Glial Reactivity and Improves Neuronal Survival and Axonal Growth In Vitro",0,0,0,526,90,1,617,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0005953",06/18/09,2009,"PLoS ONE","RA","Attenuated AMPA Receptor Expression Allows Glioblastoma Cell Survival in Glutamate-Rich Environment",0,0,0,541,49,5,595,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.ppat.1000371",04/10/09,2009,"PLoS Pathogens","RA","Arginase-1?Expressing Macrophages Suppress Th2 Cytokine?Driven Inflammation and Fibrosis",1,0,0,721,282,3,1006,0,0,0,0,2,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0006366",07/29/09,2009,"PLoS ONE","RA","Autosomal Resequence Data Reveal Late Stone Age Signals of Population Expansion in Sub-Saharan African Foraging and Farming Populations",0,0,0,711,170,2,883,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.ppat.1000492",06/26/09,2009,"PLoS Pathogens","RA","Epstein-Barr Virus Latency in B Cells Leads to Epigenetic Repression and CpG Methylation of the Tumour Suppressor Gene Bim",0,0,0,430,161,1,592,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pcbi.1000399",06/05/09,2009,"PLoS Computational Biology","RA","The Effect of Ongoing Exposure Dynamics in Dose Response Relationships",0,0,0,578,88,3,669,0,0,0,0,1,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0005341",04/28/09,2009,"PLoS ONE","RA","BNP Signaling Is Crucial For Embryonic Stem Cell Proliferation",0,0,0,251,101,1,353,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004733",03/06/09,2009,"PLoS ONE","RA","Low Adiponectin Levels Are an Independent Predictor of Mixed and Non-Calcified Coronary Atherosclerotic Plaques",0,0,0,360,87,3,450,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pgen.1000396",02/27/09,2009,"PLoS Genetics","RA","A Systems Approach Reveals Regulatory Circuitry for Arabidopsis Trichome Initiation by the GL3 and GL1 Selectors",1,0,0,973,324,8,1305,0,0,0,0,1,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0006272",07/17/09,2009,"PLoS ONE","RA","Morphometrics Parallel Genetics in a Newly Discovered and Endangered Taxon of Gal?pagos Tortoise",0,0,0,365,52,0,417,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pcbi.1000265",01/16/09,2009,"PLoS Computational Biology","RA","Action Potential Initiation in the Hodgkin-Huxley Model",0,0,0,1331,295,9,1635,1,0,0,1,2,0,0,0,0,0,1,0,0
"10.1371/journal.pcbi.1000255",01/02/09,2009,"PLoS Computational Biology","RA","Polyamine Sharing between Tubulin Dimers Favours Microtubule Nucleation and Elongation via Facilitated Diffusion",1,0,0,537,128,12,677,0,0,0,0,0,0,0,0,1,0,0,0,0
"10.1371/journal.pone.0005453",05/12/09,2009,"PLoS ONE","RA","How ?-Lactam Antibiotics Enter Bacteria: A Dialogue with the Porins",0,0,0,447,99,3,549,0,0,0,0,1,0,0,0,0,0,0,0,0
"10.1371/journal.pcbi.1000427",07/03/09,2009,"PLoS Computational Biology","RA","A Compact Representation of Drawing Movements with Sequences of Parabolic Primitives",0,0,0,275,51,2,328,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004605",02/26/09,2009,"PLoS ONE","RA","Creatine Fails to Augment the Benefits from Resistance Training in Patients with HIV Infection: A Randomized, Double-Blind, Placebo-Controlled Study",0,0,0,403,57,2,462,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0006000",06/22/09,2009,"PLoS ONE","RA","Genotyping and Phylogenetic Analysis of Yersinia pestis by MLVA: Insights into the Worldwide Expansion of Central Asia Plague Foci",0,0,0,614,99,3,716,0,0,0,0,1,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004723",03/23/09,2009,"PLoS ONE","RA","Reducing Glycosphingolipid Content in Adipose Tissue of Obese Mice Restores Insulin Sensitivity, Adipogenesis and Reduces Inflammation",0,0,1,735,193,1,929,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pgen.1000371",02/06/09,2009,"PLoS Genetics","non RA","When Segregation Hangs by a Thread",0,0,0,548,125,7,680,0,0,0,0,0,1,0,0,0,0,0,0,0
"10.1371/journal.ppat.1000455",05/29/09,2009,"PLoS Pathogens","RA","Genetic Detection and Characterization of Lujo Virus, a New Hemorrhagic Fever?Associated Arenavirus from Southern Africa",0,0,0,8640,907,14,9561,0,0,0,0,0,0,0,0,1,0,0,0,0
"10.1371/journal.pone.0005089",04/07/09,2009,"PLoS ONE","RA","Drosophila HP1c Is Regulated by an Auto-Regulatory Feedback Loop through Its Binding Partner Woc",0,0,0,195,61,2,258,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004473",02/16/09,2009,"PLoS ONE","RA","Investigation of Atomic Level Patterns in Protein?Small Ligand Interactions",0,0,0,405,118,3,526,0,0,0,0,2,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004669",03/02/09,2009,"PLoS ONE","RA","miRNA-Dependent Translational Repression in the Drosophila Ovary",0,0,0,581,230,5,816,0,0,0,0,1,0,0,0,0,0,0,0,0
"10.1371/journal.ppat.1000367",04/03/09,2009,"PLoS Pathogens","RA","Likely Role of APOBEC3G-Mediated G-to-A Mutations in HIV-1 Evolution and Drug Resistance",0,0,0,428,151,1,580,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004827",03/16/09,2009,"PLoS ONE","RA","Blood Glucose Levels Regulate Pancreatic ?-Cell Proliferation during Experimentally-Induced and Spontaneous Autoimmune Diabetes in Mice",1,0,1,970,212,3,1185,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0006154",07/07/09,2009,"PLoS ONE","RA","L-Dopa Medication in Parkinson's Disease Restores Activity in the Motor Cortico-Striatal Loop but Does Not Modify the Cognitive Network",0,0,0,460,57,3,520,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pcbi.1000333",03/27/09,2009,"PLoS Computational Biology","RA","BETASCAN: Probable ?-amyloids Identified by Pairwise Probabilistic Analysis",0,0,0,490,135,11,636,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0006413",07/29/09,2009,"PLoS ONE","RA","The Depletion of Nuclear Glutathione Impairs Cell Proliferation in 3t3 Fibroblasts",0,0,0,119,15,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0005111",04/08/09,2009,"PLoS ONE","RA","Carotenoid-Based Colours Reflect the Stress Response in the Common Lizard",0,0,0,187,39,1,227,0,0,0,1,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0005512",05/13/09,2009,"PLoS ONE","RA","Valganciclovir for Cytomegalovirus Prevention in Solid Organ Transplant Patients: An Evidence-Based Reassessment of Safety and Efficacy",0,0,0,454,74,3,531,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0005179",04/13/09,2009,"PLoS ONE","RA","Evolutionary Conservation of Orthoretroviral Long Terminal Repeats (LTRs) and ab initio Detection of Single LTRs in Genomic Data",0,0,0,416,52,2,470,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0006313",07/21/09,2009,"PLoS ONE","RA","A Food-Grade Enzyme Preparation with Modest Gluten Detoxification Properties",0,0,0,194,44,0,238,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004823",03/13/09,2009,"PLoS ONE","RA","Cage Matching: Head to Head Competition Experiments of an Invasive Plant Species from Different Regions as a Means to Test for Differentiation",0,0,0,241,41,2,284,0,0,0,1,0,0,0,0,0,0,0,0,0
"10.1371/journal.pgen.1000547",07/03/09,2009,"PLoS Genetics","RA","A Targeted Constitutive Mutation in the Apc Tumor Suppressor Gene Underlies Mammary But Not Intestinal Tumorigenesis",0,0,0,270,112,1,383,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0006465",07/31/09,2009,"PLoS ONE","RA","Evaluation of RTS,S/AS02A and RTS,S/AS01B in Adults in a High Malaria Transmission Area",0,0,0,47,4,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004591",03/04/09,2009,"PLoS ONE","RA","Bird-Like Anatomy, Posture, and Behavior Revealed by an Early Jurassic Theropod Dinosaur Resting Trace",1,0,0,4286,736,22,5044,0,1,0,2,0,0,1,4,2,2,0,0,1
"10.1371/journal.pone.0005009",04/06/09,2009,"PLoS ONE","RA","Preparation of Large Monodisperse Vesicles",0,0,0,391,87,1,479,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004462",02/18/09,2009,"PLoS ONE","RA","Short Lag Times for Invasive Tropical Plants: Evidence from Experimental Plantings in Hawai'i",0,1,0,650,170,4,824,0,1,0,1,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004317",01/29/09,2009,"PLoS ONE","RA","Retinal Pathology of Pediatric Cerebral Malaria in Malawi",0,1,1,432,116,1,549,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0006136",07/03/09,2009,"PLoS ONE","RA","Conserved Amino Acid Sequence Features in the ? Subunits of MoFe, VFe, and FeFe Nitrogenases",0,0,0,223,42,4,269,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0005147",04/02/09,2009,"PLoS ONE","RA","Mechanism of Protection Induced by Group A Streptococcus Vaccine Candidate J8-DT: Contribution of B and T-Cells Towards Protection",1,0,0,97,25,2,124,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0005348",04/29/09,2009,"PLoS ONE","RA","Site Directed Mutagenesis of Amino Acid Residues at the Active Site of Mouse Aldehyde Oxidase AOX1",0,0,0,164,33,1,198,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004209",01/16/09,2009,"PLoS ONE","RA","Humans and Mice Express Similar Olfactory Preferences",0,0,1,1058,268,5,1331,2,1,10,1,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0006402",07/28/09,2009,"PLoS ONE","RA","2009 Swine-Origin Influenza A (H1N1) Resembles Previous Influenza Isolates",0,0,0,866,275,2,1143,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0005398",04/29/09,2009,"PLoS ONE","RA","Motor Decline in Clinically Presymptomatic Spinocerebellar Ataxia Type 2 Gene Carriers",0,0,0,210,27,3,240,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pcbi.1000271",01/30/09,2009,"PLoS Computational Biology","RA","Efficient Network Reconstruction from Dynamical Cascades Identifies Small-World Topology of Neuronal Avalanches",1,0,0,904,305,7,1216,0,0,0,0,1,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0006036",06/24/09,2009,"PLoS ONE","RA","Simultaneous Live Cell Imaging Using Dual FRET Sensors with a Single Excitation Light",0,0,0,669,151,5,825,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pntd.0000397",03/24/09,2009,"PLoS Neglected Tropical Diseases","RA","Assays to Detect ?-Tubulin Codon 200 Polymorphism in Trichuris trichiura and Ascaris lumbricoides",0,0,0,225,67,3,295,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0005576",05/18/09,2009,"PLoS ONE","RA","GluK2-Mediated Excitability within the Superficial Layers of the Entorhinal Cortex",0,0,0,348,57,3,408,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004834",03/12/09,2009,"PLoS ONE","RA","Molecular Blocking of CD23 Supports Its Role in the Pathogenesis of Arthritis",0,0,0,278,94,2,374,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0006334",07/22/09,2009,"PLoS ONE","RA","Humanin: A Novel Central Regulator of Peripheral Insulin Action",0,0,0,778,262,0,1040,0,0,0,0,1,0,0,0,0,0,0,0,0
"10.1371/journal.pgen.1000524",06/19/09,2009,"PLoS Genetics","RA","Peroxiredoxin Tsa1 Is the Key Peroxidase Suppressing Genome Instability and Protecting against Cell Death in Saccharomyces cerevisiae",0,0,0,297,117,2,416,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004947",03/23/09,2009,"PLoS ONE","RA","Heparanase Regulates Levels of Syndecan-1 in the Nucleus",0,0,0,647,159,4,810,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004380",02/06/09,2009,"PLoS ONE","RA","Plasma Neutrophil Elastase and Elafin Imbalance Is Associated with Acute Respiratory Distress Syndrome (ARDS) Development",0,0,0,294,85,1,380,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pgen.1000319",01/09/09,2009,"PLoS Genetics","RA","A Genome-Wide Association Study Identifies Novel and Functionally Related Susceptibility Loci for Kawasaki Disease",4,0,1,2661,605,29,3295,0,0,0,0,3,1,0,0,0,0,1,0,0
"10.1371/journal.pone.0004831",03/18/09,2009,"PLoS ONE","RA","Media Reporting of Health Interventions: Signs of Improvement, but Major Problems Persist",0,0,0,828,136,4,968,0,0,0,2,2,0,0,0,0,0,1,0,0
"10.1371/journal.pone.0004377",02/09/09,2009,"PLoS ONE","RA","Metabolic and Behavioral Compensations in Response to Caloric Restriction: Implications for the Maintenance of Weight Loss",0,0,0,946,280,4,1230,1,0,0,2,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0005377",04/29/09,2009,"PLoS ONE","RA","Range Expansion Drives Dispersal Evolution In An Equatorial Three-Species Symbiosis",0,0,0,299,46,1,346,0,0,0,1,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004751",03/09/09,2009,"PLoS ONE","RA","MMPs Regulate both Development and Immunity in the Tribolium Model Insect",0,0,0,530,126,4,660,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0005092",03/31/09,2009,"PLoS ONE","RA","Obesity, the Endocannabinoid System, and Bias Arising from Pharmaceutical Sponsorship",0,0,0,491,111,1,603,0,0,0,0,1,0,0,0,0,0,2,0,0
"10.1371/journal.pone.0005908",06/15/09,2009,"PLoS ONE","RA","Modulation of Gene Expression by Human Cytosolic tRNase ZL through 5?-Half-tRNA",0,0,0,660,80,1,741,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0006148",07/09/09,2009,"PLoS ONE","RA","Biophysical Mechanism for Ras-Nanocluster Formation and Signaling in Plasma Membrane",0,0,0,422,55,3,480,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004514",02/18/09,2009,"PLoS ONE","RA","Macroalgae Has No Effect on the Severity and Dynamics of Caribbean Yellow Band Disease",0,0,0,595,166,2,763,0,0,0,0,0,1,0,0,0,0,0,0,0
"10.1371/journal.pone.0004923",03/17/09,2009,"PLoS ONE","RA","Dynamics of Uptake and Metabolism of Small Molecules in Cellular Response Systems",0,0,0,243,70,4,317,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004173",01/12/09,2009,"PLoS ONE","RA","Interleukin-32 Promotes Osteoclast Differentiation but Not Osteoclast Activation",0,0,0,530,201,4,735,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0005684",05/25/09,2009,"PLoS ONE","RA","SLC30A3 Responds to Glucose- and Zinc Variations in ?-Cells and Is Critical for Insulin Production and In Vivo Glucose-Metabolism During ?-Cell Stress",0,0,0,417,90,2,509,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pmed.1000074",05/12/09,2009,"PLoS Medicine","non RA","No More Free Drug Samples?",0,0,0,1959,303,9,2271,0,0,0,1,1,0,1,5,0,0,2,0,0
"10.1371/journal.pone.0005023",03/26/09,2009,"PLoS ONE","RA","A Dance to the Music of Time: Aesthetically-Relevant Changes in Body Posture in Performing Art",0,0,0,2600,137,1,2738,0,0,0,2,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0006114",07/01/09,2009,"PLoS ONE","RA","Transcriptome Adaptation of Group B Streptococcus to Growth in Human Amniotic Fluid",0,0,0,406,62,2,470,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0005148",04/09/09,2009,"PLoS ONE","RA","An Estimate of the Numbers and Density of Low-Energy Structures (or Decoys) in the Conformational Landscape of Proteins",0,0,0,95,14,1,110,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004277",01/26/09,2009,"PLoS ONE","RA","Genetic Editing of HBV DNA by Monodomain Human APOBEC3 Cytidine Deaminases and the Recombinant Nature of APOBEC3G",0,0,0,307,113,1,421,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0005504",05/11/09,2009,"PLoS ONE","RA","Pivotal Role of the ?2A-Adrenoceptor in Producing Inflammation and Organ Injury in a Rat Model of Sepsis",0,0,0,278,43,1,322,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pcbi.1000311",03/20/09,2009,"PLoS Computational Biology","RA","Using Network Component Analysis to Dissect Regulatory Networks Mediated by Transcription Factors in Yeast",0,0,0,1241,399,13,1653,0,0,0,0,6,1,0,0,0,0,0,0,0
"10.1371/journal.pone.0005294",04/17/09,2009,"PLoS ONE","RA","Estimating the Capacity for ART Provision in Tanzania with the Use of Data on Staff Productivity and Patient Losses",0,0,0,115,38,1,154,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.ppat.1000379",04/10/09,2009,"PLoS Pathogens","RA","The NOD/RIP2 Pathway Is Essential for Host Defenses Against Chlamydophila pneumoniae Lung Infection",0,0,0,405,133,2,540,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004310",02/02/09,2009,"PLoS ONE","RA","Modulation of the ?-Catenin Signaling Pathway by the Dishevelled-Associated Protein Hipk1",1,0,0,754,334,8,1096,0,0,0,0,0,0,1,5,0,0,1,0,0
"10.1371/journal.pone.0004430",02/16/09,2009,"PLoS ONE","RA","LC/MS-Based Quantitative Proteomic Analysis of Paraffin-Embedded Archival Melanomas Reveals Potential Proteomic Biomarkers Associated with Metastasis",0,0,1,869,265,3,1137,0,0,0,0,1,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0006418",07/29/09,2009,"PLoS ONE","RA","Hsp70 Chaperones and Type I PRMTs Are Sequestered at Intranuclear Inclusions Caused by Polyalanine Expansions in PABPN1",0,0,0,143,28,0,171,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pbio.1000041",02/24/09,2009,"PLoS Biology","RA","Neto1 Is a Novel CUB-Domain NMDA Receptor?Interacting Protein Required for Synaptic Plasticity and Learning",3,1,1,2543,841,33,3417,0,0,0,0,1,0,0,0,0,0,0,0,0
"10.1371/journal.pcbi.1000264",01/16/09,2009,"PLoS Computational Biology","RA","Developmental Robustness by Obligate Interaction of Class B Floral Homeotic Genes and Proteins",1,0,0,1077,284,6,1367,0,0,0,0,1,0,0,0,0,0,0,0,0
"10.1371/journal.ppat.1000394",04/24/09,2009,"PLoS Pathogens","RA","Vesicular Stomatitis Virus Enters Cells through Vesicles Incompletely Coated with Clathrin That Depend upon Actin for Internalization",0,0,0,481,193,2,676,0,0,0,0,2,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004952",03/20/09,2009,"PLoS ONE","RA","Matrix Metalloproteinase Proteolysis of the Myelin Basic Protein Isoforms Is a Source of Immunogenic Peptides in Autoimmune Multiple Sclerosis",0,0,0,367,132,4,503,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004257",01/23/09,2009,"PLoS ONE","RA","BOLD Correlates of Trial-by-Trial Reaction Time Variability in Gray and White Matter: A Multi-Study fMRI Analysis",0,1,1,402,140,2,544,0,0,0,0,4,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004329",01/30/09,2009,"PLoS ONE","RA","Enriched Environment Experience Overcomes Learning Deficits and Depressive-Like Behavior Induced by Juvenile Stress",0,1,0,623,205,4,832,0,0,0,0,0,0,1,4.3,0,0,0,0,1
"10.1371/journal.pone.0005556",05/15/09,2009,"PLoS ONE","RA","The Phytophthora sojae Avirulence Locus Avr3c Encodes a Multi-Copy RXLR Effector with Sequence Polymorphisms among Pathogen Strains",0,0,0,395,72,3,470,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004774",03/19/09,2009,"PLoS ONE","RA","Orally Available Selective Melanocortin-4 Receptor Antagonists Stimulate Food Intake and Reduce Cancer-Induced Cachexia in Mice",0,0,0,407,126,3,536,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pgen.1000483",05/15/09,2009,"PLoS Genetics","non RA","Reconstructing the History of Yeast Genomes",0,0,0,750,204,10,964,0,0,0,1,2,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0005567",05/15/09,2009,"PLoS ONE","RA","A ?Shallow Phylogeny? of Shallow Barnacles (Chthamalus)",0,0,0,487,78,3,568,0,0,0,1,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004703",03/11/09,2009,"PLoS ONE","RA","Desiccation of Rock Pool Habitats and Its Influence on Population Persistence in a Daphnia Metacommunity",0,0,0,419,53,5,477,0,0,0,1,0,0,0,0,0,0,0,0,0
"10.1371/journal.pcbi.1000300",03/06/09,2009,"PLoS Computational Biology","RA","Alu Exonization Events Reveal Features Required for Precise Recognition of Exons by the Splicing Machinery",0,0,0,647,218,5,870,0,0,0,0,1,0,0,0,0,0,0,0,0
"10.1371/journal.ppat.1000452",06/26/09,2009,"PLoS Pathogens","non RA","Virus and Host Determinants of West Nile Virus Pathogenesis",0,0,0,1618,532,6,2156,0,0,0,0,3,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0006040",06/25/09,2009,"PLoS ONE","RA","Genetic Profiling Reveals Cross-Contamination and Misidentification of 6 Adenoid Cystic Carcinoma Cell Lines: ACC2, ACC3, ACCM, ACCNS, ACCS and CAC2",0,0,0,575,58,3,636,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004539",03/05/09,2009,"PLoS ONE","RA","Screening for Toxic Amyloid in Yeast Exemplifies the Role of Alternative Pathway Responsible for Cytotoxicity",0,0,0,296,95,2,393,0,0,0,0,1,0,0,0,0,0,0,0,0
"10.1371/journal.pntd.0000383",02/17/09,2009,"PLoS Neglected Tropical Diseases","RA","Cardiac Alterations in Human African Trypanosomiasis (T.b. gambiense) with Respect to the Disease Stage and Antiparasitic Treatment",0,0,0,362,79,5,446,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pcbi.1000365",04/24/09,2009,"PLoS Computational Biology","RA","Divisive Gain Modulation with Dynamic Stimuli in Integrate-and-Fire Neurons",0,0,0,406,83,4,493,0,0,0,0,2,0,0,0,3,0,0,0,0
"10.1371/journal.pcbi.1000363",04/17/09,2009,"PLoS Computational Biology","RA","Design Principles for Riboswitch Function",0,0,1,841,210,3,1054,0,0,0,0,6,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0003675",01/29/09,2009,"PLoS ONE","RA","Opposite Effects of Early Maternal Deprivation on Neurogenesis in Male versus Female Rats",0,1,2,815,256,7,1078,2,0,0,1,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0003659",01/29/09,2009,"PLoS ONE","RA","Expression of the Axonal Membrane Glycoprotein M6a Is Regulated by Chronic Stress",0,0,0,371,102,1,474,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.ppat.1000307",02/20/09,2009,"PLoS Pathogens","RA","The Plasmodium falciparum STEVOR Multigene Family Mediates Antigenic Variation of the Infected Erythrocyte",1,1,2,693,308,4,1005,0,0,0,0,1,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004221",01/19/09,2009,"PLoS ONE","RA","Proteomic-Based Detection of a Protein Cluster Dysregulated during Cardiovascular Development Identifies Biomarkers of Congenital Heart Defects",0,0,0,534,167,3,704,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004623",02/27/09,2009,"PLoS ONE","RA","HIV Induces TRAIL Sensitivity in Hepatocytes",0,0,0,352,129,3,484,0,0,0,2,0,0,0,0,0,0,0,0,0
"10.1371/journal.pgen.1000339",01/16/09,2009,"PLoS Genetics","RA","Yeast Genetic Analysis Reveals the Involvement of Chromatin Reassembly Factors in Repressing HIV-1 Basal Transcription",0,1,1,1057,330,19,1406,0,0,0,0,2,0,0,0,0,0,0,0,0
"10.1371/journal.pgen.1000522",06/19/09,2009,"PLoS Genetics","RA","Disease-Causing 7.4 kb Cis-Regulatory Deletion Disrupting Conserved Non-Coding Sequences and Their Interaction with the FOXL2 Promotor: Implications for Mutation Screening",0,0,0,468,195,2,665,0,0,0,0,3,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004722",03/06/09,2009,"PLoS ONE","RA","Transfer of MicroRNAs by Embryonic Stem Cell Microvesicles",1,0,2,1246,578,7,1831,0,0,0,0,0,0,0,0,0,0,1,0,0
