"DOI","Publication Date","Publication Year","Journal","Research Article' or 'non-Research Article'?","Article Title","Citations - CrossRef","Citations - PubMed Central","Citations - Scopus","Total HTML Page Views","Total PDF Downloads","Total XML Downloads","Combined Usage (HTML + PDF + XML)","Blog Coverage - Postgenomic","Blog Coverage - Nature Blogs","Blog Coverage - Bloglines","Number of Trackbacks","Social Bookmarking - CiteULike","Social Bookmarking - Connotea","Number of Ratings","Average Rating","Number of Note threads","Number of replies to Notes","Number of Comment threads","Number of replies to Comments","Number of 'Star Ratings' that also include a text comment"
"10.1371/journal.pone.0004841",04/01/09,2009,"PLoS ONE","RA","Characterization of Voltage-Gated Ca2+ Conductances in Layer 5 Neocortical Pyramidal Neurons from Rats",0,0,0,229,67,4,300,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004849",03/16/09,2009,"PLoS ONE","RA","FOXM1 Upregulation Is an Early Event in Human Squamous Cell Carcinoma and it Is Enhanced by Nicotine during Malignant Transformation",0,0,0,1365,282,3,1650,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004852",03/31/09,2009,"PLoS ONE","RA","Hydrodynamics-Based Functional Forms of Activity Metabolism: A Case for the Power-Law Polynomial Function in Animal Swimming Energetics",0,0,0,147,22,2,171,0,0,0,1,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004853",03/25/09,2009,"PLoS ONE","RA","A Dynamic Stochastic Model of Frequency-Dependent Stress Fiber Alignment Induced by Cyclic Stretch",0,0,0,311,76,1,388,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004845",03/16/09,2009,"PLoS ONE","RA","Receptor-Induced Dilatation in the Systemic and Intrarenal Adaptation to Pregnancy in Rats",0,0,0,475,43,1,519,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004846",03/16/09,2009,"PLoS ONE","RA","Upregulation of ?7 Nicotinic Receptors by Acetylcholinesterase C-Terminal Peptides",0,0,0,609,73,3,685,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004848",03/18/09,2009,"PLoS ONE","RA","Detection of CWD Prions in Urine and Saliva of Deer by Transgenic Mouse Bioassay",0,0,0,467,177,3,647,0,0,0,0,0,0,1,4.3,0,0,0,0,0
"10.1371/journal.pone.0004822",03/12/09,2009,"PLoS ONE","RA","Auto-Ubiquitination-Induced Degradation of MALT1-API2 Prevents BCL10 Destabilization in t(11;18)(q21;q21)-Positive MALT Lymphoma",0,0,0,213,72,4,289,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004824",03/18/09,2009,"PLoS ONE","RA","Placebo Response of Non-Pharmacological and Pharmacological Trials in Major Depression: A Systematic Review and Meta-Analysis",0,0,0,1600,381,2,1983,0,0,0,1,0,0,0,0,0,0,1,0,0
"10.1371/journal.pone.0004825",03/13/09,2009,"PLoS ONE","RA","The Werner Syndrome Helicase/Exonuclease Processes Mobile D-Loops through Branch Migration and Degradation",0,0,0,334,121,3,458,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004817",03/12/09,2009,"PLoS ONE","RA","Efflux Pump, the Masked Side of ?-Lactam Resistance in Klebsiella pneumoniae Clinical Isolates",0,0,0,235,83,1,319,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004818",03/16/09,2009,"PLoS ONE","RA","PTCH1+/? Dermal Fibroblasts Isolated from Healthy Skin of Gorlin Syndrome Patients Exhibit Features of Carcinoma Associated Fibroblasts",0,0,0,605,93,1,699,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004820",03/16/09,2009,"PLoS ONE","RA","Stepwise Development of Hematopoietic Stem Cells from Embryonic Stem Cells",0,0,0,1188,364,5,1557,0,0,0,0,0,0,1,4,0,0,0,0,0
"10.1371/journal.pcbi.1000327",03/20/09,2009,"PLoS Computational Biology","RA","T-Cell Epitope Prediction: Rescaling Can Mask Biological Variation between MHC Molecules",0,0,0,577,160,11,748,0,0,0,0,1,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004833",03/12/09,2009,"PLoS ONE","RA","An Anomalous Type IV Secretion System in Rickettsia Is Evolutionarily Conserved",0,0,1,470,155,4,629,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004837",03/16/09,2009,"PLoS ONE","RA","Association and Haplotype Analyses of Positional Candidate Genes in Five Genomic Regions Linked to Scrotal Hernia in Commercial Pig Lines",0,0,0,621,74,1,696,0,0,0,1,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0006079",06/29/09,2009,"PLoS ONE","RA","Low-Abundance HIV Drug-Resistant Viral Variants in Treatment-Experienced Persons Correlate with Historical Antiretroviral Use",0,0,0,540,117,5,662,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004829",03/16/09,2009,"PLoS ONE","RA","Evidence that Plasmid-Borne Botulinum Neurotoxin Type B Genes Are Widespread among Clostridium botulinum Serotype B Strains",0,0,0,711,67,1,779,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004830",03/13/09,2009,"PLoS ONE","RA","Discovery of Novel Hypermethylated Genes in Prostate Cancer Using Genomic CpG Island Microarrays",0,0,0,626,264,7,897,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004885",03/17/09,2009,"PLoS ONE","RA","Selective Survival and Maturation of Adult-Born Dentate Granule Cells Expressing the Immediate Early Gene Arc/Arg3.1",0,0,0,352,139,4,495,0,0,0,1,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004886",03/19/09,2009,"PLoS ONE","RA","The Set2/Rpd3S Pathway Suppresses Cryptic Transcription without Regard to Gene Length or Transcription Frequency",0,0,0,353,123,3,479,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004888",03/18/09,2009,"PLoS ONE","RA","Adult-Young Ratio, a Major Factor Regulating Social Behaviour of Young: A Horse Study",0,0,0,791,79,2,872,0,0,0,1,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004877",03/18/09,2009,"PLoS ONE","RA","Collagen-Based Mechanical Anisotropy of the Tectorial Membrane: Implications for Inter-Row Coupling of Outer Hair Cell Bundles",0,0,0,622,89,6,717,0,0,0,0,0,0,0,0,0,0,1,0,0
"10.1371/journal.pone.0004878",03/16/09,2009,"PLoS ONE","RA","RBF-TSS: Identification of Transcription Start Site in Human Using Radial Basis Functions Network and Oligonucleotide Positional Frequencies",0,0,0,579,50,2,631,0,0,0,0,1,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004880",03/16/09,2009,"PLoS ONE","RA","A Conserved Function of C. elegans CASY-1 Calsyntenin in Associative Learning",0,0,0,609,83,2,694,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004893",03/16/09,2009,"PLoS ONE","RA","Evaluation and Characterization of Bacterial Metabolic Dynamics with a Novel Profiling Technique, Real-Time Metabolotyping",0,0,0,714,155,2,871,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004894",03/17/09,2009,"PLoS ONE","RA","Human TRIM Gene Expression in Response to Interferons",0,0,0,577,265,5,847,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004896",03/25/09,2009,"PLoS ONE","RA","Selective Down-Regulation of Nuclear Poly(ADP-Ribose) Glycohydrolase",0,0,0,252,82,2,336,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004890",03/19/09,2009,"PLoS ONE","RA","Three New Structures of Left-Handed RadA Helical Filaments: Structural Flexibility of N-Terminal Domain Is Critical for Recombinase Activity",0,0,0,234,73,7,314,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0005283",04/20/09,2009,"PLoS ONE","RA","The Effect of High Glucocorticoid Administration and Food Restriction on Rodent Skeletal Muscle Mitochondrial Function and Protein Metabolism",0,0,0,294,44,1,339,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004892",03/16/09,2009,"PLoS ONE","RA","Redistribution of Actin during Assembly and Reassembly of the Contractile Ring in Grasshopper Spermatocytes",0,0,0,511,75,1,587,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004858",03/24/09,2009,"PLoS ONE","RA","Borrelia recurrentis Employs a Novel Multifunctional Surface Protein with Anti-Complement, Anti-Opsonic and Invasive Potential to Escape Innate Immunity",0,0,0,357,85,3,445,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004860",03/20/09,2009,"PLoS ONE","RA","Robust Food Anticipatory Activity in BMAL1-Deficient Mice",1,1,1,557,225,4,786,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004862",03/16/09,2009,"PLoS ONE","RA","Clique-Finding for Heterogeneity and Multidimensionality in Biomarker Epidemiology Research: The CHAMBER Algorithm",0,0,0,560,28,1,589,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004854",03/16/09,2009,"PLoS ONE","RA","Phosphorylation Modification of Wheat Lectin VER2 Is Associated with Vernalization-Induced O-GlcNAc Signaling and Intracellular Motility",0,0,0,707,128,3,838,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004856",03/18/09,2009,"PLoS ONE","RA","Leveraging Rural Energy Investment for Parasitic Disease Control: Schistosome Ova Inactivation and Energy Co-Benefits of Anaerobic Digesters in Rural China",0,0,0,314,31,2,347,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004857",03/18/09,2009,"PLoS ONE","RA","Host Genetic Background Strongly Influences the Response to Influenza A Virus Infections",0,0,0,1073,424,5,1502,0,0,0,0,2,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004872",03/13/09,2009,"PLoS ONE","RA","Timing Cellular Decision Making Under Noise via Cell?Cell Communication",0,0,0,330,81,1,412,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004874",03/16/09,2009,"PLoS ONE","RA","Frequency and Interrelations of Risk Factors for Chronic Low Back Pain in a Primary Care Setting",0,0,0,687,69,2,758,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004876",03/16/09,2009,"PLoS ONE","RA","Genetic Diversity in the SIR Model of Pathogen Evolution",0,0,0,906,136,1,1043,0,0,0,0,1,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004865",03/13/09,2009,"PLoS ONE","RA","Identification and Gene Expression Analysis of a Taxonomically Restricted Cysteine-Rich Protein Family in Reef-Building Corals",0,0,0,323,88,2,413,0,0,0,1,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004866",03/16/09,2009,"PLoS ONE","RA","The Photosynthetic Apparatus and Its Regulation in the Aerobic Gammaproteobacterium Congregibacter litoralis gen. nov., sp. nov",1,0,0,666,76,2,744,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004869",03/17/09,2009,"PLoS ONE","RA","Distinct Regions of Right Temporo-Parietal Junction Are Selective for Theory of Mind and Exogenous Attention",0,0,0,515,119,5,639,0,0,0,1,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004772",03/10/09,2009,"PLoS ONE","RA","Dual Mechanism for the Translation of Subgenomic mRNA from Sindbis Virus in Infected and Uninfected Cells",0,0,0,329,125,3,457,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004773",03/10/09,2009,"PLoS ONE","RA","Transdermal Influenza Immunization with Vaccine-Coated Microneedle Arrays",0,0,0,566,182,4,752,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004776",03/10/09,2009,"PLoS ONE","RA","Utilization of Murine Laparoscopy for Continuous In-Vivo Assessment of the Liver in Multiple Disease Models",0,0,0,176,41,2,219,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004768",03/10/09,2009,"PLoS ONE","RA","Free-Ranging Macaque Mothers Exaggerate Tool-Using Behavior when Observed by Offspring",1,0,0,1241,266,14,1521,0,0,0,1,0,0,0,0,0,0,1,0,0
"10.1371/journal.pone.0004769",03/10/09,2009,"PLoS ONE","RA","SpeB of Streptococcus pyogenes Differentially Modulates Antibacterial and Receptor Activating Properties of Human Chemokines",0,0,0,317,116,2,435,0,0,0,0,0,0,1,4.3,0,0,1,0,0
"10.1371/journal.pone.0004770",03/10/09,2009,"PLoS ONE","RA","Striatal Medium-Sized Spiny Neurons: Identification by Nuclear Staining and Study of Neuronal Subpopulations in BAC Transgenic Mice",0,0,0,591,219,2,812,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004781",03/10/09,2009,"PLoS ONE","RA","Contrast Adaptation Contributes to Contrast-Invariance of Orientation Tuning of Primate V1 Cells",0,0,0,162,47,2,211,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0006354",07/24/09,2009,"PLoS ONE","RA","Prenatal Immune Challenge Is an Environmental Risk Factor for Brain and Behavior Change Relevant to Schizophrenia: Evidence from MRI in a Mouse Model",0,0,0,319,52,1,372,0,0,0,0,0,0,0,0,0,0,1,0,0
"10.1371/journal.pone.0005189",04/09/09,2009,"PLoS ONE","RA","Single-Cell Profiling Reveals the Origin of Phenotypic Variability in Adipogenesis",0,0,0,494,192,1,687,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004777",03/10/09,2009,"PLoS ONE","RA","Ser/Thr/Tyr Protein Phosphorylation in the Archaeon Halobacterium salinarum?A Representative of the Third Domain of Life",0,0,0,368,138,3,509,0,0,0,0,1,0,0,0,0,0,1,0,0
"10.1371/journal.pone.0004778",03/10/09,2009,"PLoS ONE","RA","Cytokine Gene Polymorphisms across Tuberculosis Clinical Spectrum in Pakistani Patients",0,0,0,267,74,2,343,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004780",03/11/09,2009,"PLoS ONE","RA","The Arabidopsis thaliana F-Box Protein FBL17 Is Essential for Progression through the Second Mitosis during Pollen Development",0,0,0,507,207,2,716,0,0,1,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004753",03/09/09,2009,"PLoS ONE","RA","Characterization of the Drosophila Ortholog of the Human Usher Syndrome Type 1G Protein Sans",0,0,0,371,76,3,450,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004754",03/09/09,2009,"PLoS ONE","RA","Helicobacter pylori cag-Pathogenicity Island-Dependent Early Immunological Response Triggers Later Precancerous Gastric Changes in Mongolian Gerbils",0,0,0,446,122,5,573,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0005756",06/01/09,2009,"PLoS ONE","RA","Microfluidic Endothelium for Studying the Intravascular Adhesion of Metastatic Breast Cancer Cells",1,0,0,618,146,2,766,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004750",03/09/09,2009,"PLoS ONE","RA","Functional Conservation of Asxl2, a Murine Homolog for the Drosophila Enhancer of Trithorax and Polycomb Group Gene Asx",0,0,0,418,80,5,503,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0006456",07/30/09,2009,"PLoS ONE","RA","The Random Nature of Genome Architecture: Predicting Open Reading Frame Distributions",0,0,0,148,20,3,171,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004752",03/09/09,2009,"PLoS ONE","RA","Roles of Putative Type II Secretion and Type IV Pilus Systems in the Virulence of Uropathogenic Escherichia coli",0,0,0,585,157,5,747,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004762",03/10/09,2009,"PLoS ONE","RA","Identification of Coevolving Residues and Coevolution Potentials Emphasizing Structure, Bond Formation and Catalytic Coordination in Protein Evolution",0,0,0,353,113,4,470,0,0,0,0,3,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004764",03/10/09,2009,"PLoS ONE","RA","Identification of Ischemic Regions in a Rat Model of Stroke",0,0,0,387,177,3,567,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004765",03/11/09,2009,"PLoS ONE","RA","Human Mena Associates with Rac1 Small GTPase in Glioblastoma Cell Lines",0,0,0,316,108,2,426,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004758",03/09/09,2009,"PLoS ONE","RA","RNA Modulators of Complex Phenotypes in Mammalian Cells",0,0,0,553,158,5,716,0,0,0,0,2,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0005876",06/11/09,2009,"PLoS ONE","RA","Unconjugated Bilirubin Exposure Impairs Hippocampal Long-Term Synaptic Plasticity",0,0,0,539,52,4,595,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004761",03/13/09,2009,"PLoS ONE","RA","High-Throughput Detection of Induced Mutations and Natural Variation Using KeyPoint? Technology",0,0,0,479,208,3,690,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004804",03/12/09,2009,"PLoS ONE","RA","Indian Bt Cotton Varieties Do Not Affect the Performance of Cotton Aphids",1,0,1,580,145,5,730,0,0,0,0,1,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004805",03/12/09,2009,"PLoS ONE","RA","Signatures of Selection in Fusion Transcripts Resulting From Chromosomal Translocations in Human Cancer",0,0,0,306,86,1,393,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004806",03/11/09,2009,"PLoS ONE","RA","Emergency of Primary NNRTI Resistance Mutations without Antiretroviral Selective Pressure in a HAART-Treated Child",0,0,0,220,73,2,295,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pntd.0000357",01/13/09,2009,"PLoS Neglected Tropical Diseases","RA","Taste, A New Incentive to Switch to (R)-Praziquantel in Schistosomiasis Treatment",1,0,0,475,120,4,599,0,0,0,0,0,1,0,0,0,0,0,0,0
"10.1371/journal.pone.0004801",03/11/09,2009,"PLoS ONE","RA","A Unique Dual Activity Amino Acid Hydroxylase in Toxoplasma gondii",0,0,0,947,206,5,1158,0,0,0,0,0,0,0,0,0,0,2,0,0
"10.1371/journal.pone.0004802",03/11/09,2009,"PLoS ONE","RA","Human and Murine Kidneys Show Gender- and Species-Specific Gene Expression Differences in Response to Injury",0,0,0,294,70,2,366,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004813",03/13/09,2009,"PLoS ONE","RA","Pre-Columbian Origins for North American Anthrax",0,1,1,732,181,2,915,0,0,0,1,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004814",03/12/09,2009,"PLoS ONE","RA","HIV-1 Epidemic in the Caribbean Is Dominated by Subtype B",0,0,0,289,70,2,361,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004816",03/24/09,2009,"PLoS ONE","RA","Prevalence of Obesity in School-Going Children of Karachi",0,0,0,635,63,2,700,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004808",03/11/09,2009,"PLoS ONE","RA","Microfludic Device for Creating Ionic Strength Gradients over DNA Microarrays for Efficient DNA Melting Studies and Assay Development",0,0,0,151,50,3,204,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004810",03/11/09,2009,"PLoS ONE","RA","F- and G-Actin Concentrations in Lamellipodia of Moving Cells",0,0,0,455,176,1,632,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004812",03/11/09,2009,"PLoS ONE","RA","Potential Excess Mortality in BRCA1/2 Mutation Carriers beyond Breast, Ovarian, Prostate, and Pancreatic Cancers, and Melanoma",0,0,0,362,118,1,481,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004788",03/10/09,2009,"PLoS ONE","RA","DNA Methylation of the ABO Promoter Underlies Loss of ABO Allelic Expression in a Significant Proportion of Leukemic Patients",0,0,0,151,43,2,196,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004789",03/10/09,2009,"PLoS ONE","RA","Imaging of Lymph Node Micrometastases Using an Oncolytic Herpes Virus and [18F]FEAU PET",0,0,0,339,77,3,419,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004097",01/01/09,2009,"PLoS ONE","RA","Aging Impairs Recipient T Cell Intrinsic and Extrinsic Factors in Response to Transplantation",0,0,0,357,72,2,431,0,0,0,0,0,0,2,5,0,0,0,0,0
"10.1371/journal.pgen.1000347",01/23/09,2009,"PLoS Genetics","RA","Natural Variation in an ABC Transporter Gene Associated with Seed Size Evolution in Tomato Species",0,0,0,1225,382,19,1626,0,0,0,0,2,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004785",03/11/09,2009,"PLoS ONE","RA","The Architecture of the Golfer's Brain",0,0,0,2219,260,6,2485,0,0,0,2,0,0,0,0,0,0,2,0,0
"10.1371/journal.pone.0004786",03/10/09,2009,"PLoS ONE","RA","Use of Number by Fish",0,0,1,981,139,2,1122,0,0,0,1,1,0,0,0,0,0,1,0,0
"10.1371/journal.pone.0004796",03/10/09,2009,"PLoS ONE","RA","Self-Medication as Adaptive Plasticity: Increased Ingestion of Plant Toxins by Parasitized Caterpillars",2,0,0,1666,383,7,2056,0,0,0,1,2,0,0,0,0,0,1,0,0
"10.1371/journal.pone.0004797",03/10/09,2009,"PLoS ONE","RA","Post-Transcriptional Regulation of Cadherin-11 Expression by GSK-3 and ?-Catenin in Prostate and Breast Cancer Cells",1,0,0,505,248,12,765,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004798",03/11/09,2009,"PLoS ONE","RA","A Large Scale shRNA Barcode Screen Identifies the Circadian Clock Component ARNTL as Putative Regulator of the p53 Tumor Suppressor Pathway",0,0,0,778,308,4,1090,0,0,0,1,0,0,0,0,0,0,0,0,0
"10.1371/journal.ppat.1000332",03/13/09,2009,"PLoS Pathogens","RA","Kaposi's Sarcoma-Associated Herpesvirus ORF45 Interacts with Kinesin-2 Transporting Viral Capsid-Tegument Complexes along Microtubules",0,0,0,508,137,4,649,0,0,0,0,0,0,1,5,0,0,0,0,0
"10.1371/journal.pone.0004793",03/10/09,2009,"PLoS ONE","RA","Genetic Variation in ATP5O Is Associated with Skeletal Muscle ATP50 mRNA Expression and Glucose Uptake in Young Twins",0,0,0,154,50,1,205,0,0,1,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004794",03/11/09,2009,"PLoS ONE","RA","FGF4 and Retinoic Acid Direct Differentiation of hESCs into PDX1-Expressing Foregut Endoderm in a Time- and Concentration-Dependent Manner",1,0,0,447,200,4,651,0,0,1,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0005534",05/20/09,2009,"PLoS ONE","RA","Musical Aptitude Is Associated with AVPR1A-Haplotypes",0,0,0,1556,212,8,1776,0,0,0,2,1,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0005537",05/20/09,2009,"PLoS ONE","RA","Unstable Prefrontal Response to Emotional Conflict and Activation of Lower Limbic Structures and Brainstem in Remitted Panic Disorder",0,0,0,525,88,5,618,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0005538",05/14/09,2009,"PLoS ONE","RA","Vaccination against Human Influenza A/H3N2 Virus Prevents the Induction of Heterosubtypic Immunity against Lethal Infection with Avian Influenza A/H5N1 Virus",0,0,0,560,109,3,672,0,0,0,0,1,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0005530",05/13/09,2009,"PLoS ONE","RA","Metabolites of Cerebellar Neurons and Hippocampal Neurons Play Opposite Roles in Pathogenesis of Alzheimer's Disease",0,0,0,377,73,3,453,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0005531",05/13/09,2009,"PLoS ONE","RA","Reducing the Activity and Secretion of Microbial Antioxidants Enhances the Immunogenicity of BCG",0,0,0,454,105,4,563,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0005533",05/14/09,2009,"PLoS ONE","RA","Phosphorylation-Independent Regulation of Atf1-Promoted Meiotic Recombination by Stress-Activated, p38 Kinase Spc1 of Fission Yeast",0,0,0,288,40,3,331,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0005542",05/14/09,2009,"PLoS ONE","RA","SUMOylation of DRIL1 Directs Its Transcriptional Activity Towards Leukocyte Lineage-Specific Genes",0,0,0,379,67,3,449,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0005543",05/20/09,2009,"PLoS ONE","RA","Spatial Representations Are Specific to Different Domains of Knowledge",0,0,0,401,51,3,455,0,0,0,1,1,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0005545",05/14/09,2009,"PLoS ONE","RA","Dominant Negative Mutants of Bacillus thuringiensis Cry1Ab Toxin Function as Anti-Toxins: Demonstration of the Role of Oligomerization in Toxicity",0,0,0,271,39,4,314,0,0,0,0,1,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0005539",05/18/09,2009,"PLoS ONE","RA","Estradiol Regulates Expression of Estrogen Receptor ER?46 in Human Macrophages",0,0,0,409,70,4,483,0,0,0,0,2,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0005344",04/28/09,2009,"PLoS ONE","RA","Identifying Hubs in Protein Interaction Networks",0,0,0,374,107,1,482,0,0,0,0,5,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0005541",05/14/09,2009,"PLoS ONE","RA","Using Classical Population Genetics Tools with Heterochroneous Data: Time Matters!",0,1,0,463,94,3,560,0,0,0,1,1,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0005519",05/13/09,2009,"PLoS ONE","RA","Genome Degradation in Brucella ovis Corresponds with Narrowing of Its Host Range and Tissue Tropism",0,0,1,364,82,3,449,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0005251",04/16/09,2009,"PLoS ONE","RA","The Post-Synaptic Density of Human Postmortem Brain Tissues: An Experimental Study Paradigm for Neuropsychiatric Illnesses",0,0,0,292,62,1,355,0,0,0,0,0,0,0,0,0,0,1,0,0
"10.1371/journal.pone.0005521",05/13/09,2009,"PLoS ONE","RA","Incidence and Prediction of Falls in Dementia: A Prospective Study in Older People",0,0,0,480,108,3,591,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0005515",05/13/09,2009,"PLoS ONE","RA","Abberant ?-Synuclein Confers Toxicity to Neurons in Part through Inhibition of Chaperone-Mediated Autophagy",0,0,0,510,159,4,673,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0005517",05/13/09,2009,"PLoS ONE","RA","Attaching and Effacing Escherichia coli Downregulate DNA Mismatch Repair Protein In Vitro and Are Associated with Colorectal Adenocarcinomas in Humans",0,0,0,503,133,3,639,0,0,0,1,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0005518",05/13/09,2009,"PLoS ONE","RA","IL-6 Mediated Degeneration of Forebrain GABAergic Interneurons and Cognitive Impairment in Aged Mice through Activation of Neuronal NADPH Oxidase",0,0,0,381,80,5,466,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0005526",05/13/09,2009,"PLoS ONE","RA","Network Analysis of Differential Expression for the Identification of Disease-Causing Genes",0,0,0,582,104,3,689,0,0,0,0,1,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0005527",05/13/09,2009,"PLoS ONE","RA","Visually Driven Activation in Macaque Areas V2 and V3 without Input from the Primary Visual Cortex",0,0,0,446,91,3,540,0,0,0,0,1,0,0,0,0,0,0,0,0
