"DOI"," 2005-6 "," 2005-7 "," 2005-8 "," 2005-9 "," 2005-10 "," 2005-11 "," 2005-12 "," 2006-1 "," 2006-2 "," 2006-3 "," 2006-4 "," 2006-5 "," 2006-6 "," 2006-7 "," 2006-8 "," 2006-9 "," 2006-10 "," 2006-11 "," 2006-12 "," 2007-1 "," 2007-2 "," 2007-3 "," 2007-4 "," 2007-5 "," 2007-6 "," 2007-7 "," 2007-8 "," 2007-9 "," 2007-10 "," 2007-11 "," 2007-12 "," 2008-1 "," 2008-2 "," 2008-3 "," 2008-4 "," 2008-5 "," 2008-6 "," 2008-7 "," 2008-8 "," 2008-9 "," 2008-10 "," 2008-11 "," 2008-12 "," 2009-1 "," 2009-2 "," 2009-3 "," 2009-4 "," 2009-5 "," 2009-6 "," 2009-7 ","TOTAL"
"10.1371/journal.pbio.0030206","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"10.1371/journal.pbio.0030207","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"10.1371/journal.pbio.0030208","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"10.1371/journal.pbio.0030209","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"10.1371/journal.pbio.0030210","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"10.1371/journal.pbio.0030211","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"10.1371/journal.pbio.0030212","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"10.1371/journal.pbio.0030213","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"10.1371/journal.pbio.0030214","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"10.1371/journal.pbio.0030215","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"10.1371/journal.pbio.0030216","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"10.1371/journal.pbio.0030217","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"10.1371/journal.pbio.0030218",0,2,0,1,0,1,1,0,0,0,1,0,0,0,2,0,0,0,0,1,5,0,3,1,0,0,0,0,0,2,0,0,0,0,1,1,0,1,0,0,0,2,2,1,0,0,0,0,0,1,29
"10.1371/journal.pbio.0030219","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"10.1371/journal.pbio.0030220","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"10.1371/journal.pbio.0030221","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"10.1371/journal.pbio.0030222","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"10.1371/journal.pbio.0030223","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"10.1371/journal.pbio.0030224","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"10.1371/journal.pbio.0030225",1,1,1,0,0,1,1,0,1,1,1,0,0,2,2,1,0,1,1,2,5,2,3,2,1,0,0,0,1,4,0,8,5,3,1,1,5,2,0,1,3,2,3,1,0,0,0,0,0,1,71
"10.1371/journal.pbio.0030226","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"10.1371/journal.pbio.0030227","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"10.1371/journal.pbio.0030228",0,1,4,5,1,1,1,0,0,0,1,0,1,0,2,1,0,0,0,1,5,1,3,1,0,0,0,0,1,5,1,0,1,1,0,1,0,1,0,1,0,4,2,1,0,0,0,0,0,1,49
"10.1371/journal.pbio.0030229",4,1,0,0,2,2,1,0,0,0,1,0,0,0,3,0,1,0,0,1,5,0,3,1,0,0,0,1,0,2,0,0,4,0,1,1,0,1,0,1,0,2,2,1,0,0,1,0,0,1,43
"10.1371/journal.pbio.0030230",0,1,1,0,2,1,1,0,0,0,2,0,0,0,2,0,0,0,0,3,5,0,3,1,0,0,0,0,0,2,0,0,0,4,1,1,0,1,0,0,0,3,2,1,0,1,0,0,0,1,39
"10.1371/journal.pbio.0030231","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"10.1371/journal.pbio.0030232","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"10.1371/journal.pbio.0030233",0,0,0,2,2,1,2,0,0,0,1,2,0,0,2,0,0,0,3,1,7,0,3,1,0,1,0,1,0,4,0,0,6,0,1,1,1,1,0,1,1,2,7,4,1,0,0,0,0,3,62
"10.1371/journal.pbio.0030234",0,2,3,0,2,1,2,1,0,0,1,0,1,0,2,0,1,0,0,2,5,1,3,2,1,1,0,0,0,3,1,0,3,2,2,1,2,3,1,1,0,6,3,1,2,2,2,0,0,1,67
"10.1371/journal.pbio.0030235","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"10.1371/journal.pbio.0030236","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"10.1371/journal.pbio.0030237","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"10.1371/journal.pbio.0030238",0,2,0,0,2,1,1,0,0,0,2,0,0,0,2,0,0,0,0,1,5,0,3,1,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,3,2,1,0,0,0,0,0,1,31
"10.1371/journal.pbio.0030239",0,2,1,1,4,1,1,0,0,0,1,1,0,0,1,0,1,0,1,0,5,1,3,1,0,0,0,0,0,2,0,0,3,0,0,2,2,1,0,0,0,2,2,1,1,2,1,0,0,1,45
"10.1371/journal.pbio.0030241",3,5,4,0,1,1,1,0,0,0,1,1,0,0,3,0,0,0,0,1,6,0,5,1,0,4,0,0,2,2,0,1,0,1,2,2,3,1,1,0,0,3,4,1,2,0,1,0,0,1,64
"10.1371/journal.pbio.0030242",0,0,0,1,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,1,5,0,4,1,0,0,1,0,1,2,0,0,3,0,1,1,0,1,0,0,0,2,2,1,0,0,0,0,0,1,32
"10.1371/journal.pbio.0030243",1,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,5,1,3,1,0,0,0,0,2,2,0,0,0,1,0,1,0,1,0,0,0,2,2,1,0,0,0,0,0,1,31
"10.1371/journal.pbio.0030244","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"10.1371/journal.pbio.0030245",0,11,8,0,1,1,1,0,1,0,3,1,1,0,3,0,0,4,1,1,5,1,4,3,1,0,1,0,4,2,3,2,1,7,8,3,2,5,1,0,4,7,2,1,1,0,3,0,3,1,112
"10.1371/journal.pbio.0030246",0,1,0,1,0,1,1,1,0,1,1,1,1,0,2,0,0,0,0,1,5,0,3,1,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,2,2,1,1,0,0,0,0,1,32
"10.1371/journal.pbio.0030247",0,3,2,2,1,2,0,1,0,0,1,2,0,1,3,2,0,0,0,3,6,2,5,2,1,2,2,2,5,3,2,6,0,1,0,6,3,1,4,8,1,5,2,1,1,1,0,0,0,1,96
"10.1371/journal.pbio.0030248",0,0,1,1,0,1,0,0,0,1,1,0,0,0,2,0,0,1,0,1,5,1,4,1,0,0,0,0,0,2,0,2,3,3,1,1,0,1,0,1,0,2,3,1,0,0,0,0,0,1,41
"10.1371/journal.pbio.0030249",0,1,3,0,0,1,1,0,0,1,1,0,0,0,2,0,0,0,0,2,6,0,3,1,0,0,0,0,1,3,1,0,2,0,1,1,1,1,0,0,0,2,2,1,0,0,0,0,0,1,39
"10.1371/journal.pbio.0030250",0,1,0,1,0,1,0,0,0,0,1,0,0,0,2,0,0,2,0,1,5,0,3,1,0,0,0,3,0,2,1,5,5,0,1,1,0,1,0,0,0,2,3,1,0,0,0,0,0,1,44
"10.1371/journal.pbio.0030251","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"10.1371/journal.pbio.0030252","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"10.1371/journal.pbio.0030253","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"10.1371/journal.pbio.0030254",0,2,1,1,2,1,1,1,0,2,1,0,0,0,2,0,1,0,3,3,5,0,4,2,4,0,1,0,2,2,1,0,1,1,0,1,1,1,1,1,1,2,4,2,0,2,0,0,0,1,61
"10.1371/journal.pbio.0030255",0,0,5,0,0,1,1,0,0,0,1,0,1,0,2,0,0,0,0,1,6,1,5,1,0,0,0,0,0,2,0,1,1,1,1,1,1,1,0,0,1,5,3,6,0,1,0,0,0,1,51
"10.1371/journal.pbio.0030256","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"10.1371/journal.pbio.0030257",0,0,2,2,0,1,0,0,0,0,1,0,1,0,2,0,0,0,0,2,5,0,4,2,0,0,0,0,0,4,1,0,2,1,4,2,2,1,0,0,1,2,3,1,0,0,0,1,0,1,48
"10.1371/journal.pbio.0030258",0,0,2,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,5,0,3,1,0,0,0,0,0,2,0,1,0,0,0,1,0,1,0,0,0,2,2,1,0,0,0,0,0,1,27
"10.1371/journal.pbio.0030259",0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,5,0,3,1,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,2,2,2,1,1,0,0,0,0,1,26
"10.1371/journal.pbio.0030260",0,0,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,5,0,3,1,0,0,0,0,0,3,0,0,0,0,0,1,0,1,0,0,0,2,2,1,0,0,0,0,0,1,27
"10.1371/journal.pbio.0030261",0,1,4,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,5,0,3,1,0,0,0,0,0,2,0,0,0,0,0,1,1,1,0,0,0,2,2,2,0,0,0,0,0,1,30
"10.1371/journal.pbio.0030262",0,1,1,1,0,2,0,0,0,0,1,0,0,0,2,0,1,0,0,1,5,0,3,1,0,0,0,0,0,2,0,0,2,0,1,1,0,1,0,0,0,2,2,1,0,0,0,0,0,1,32
"10.1371/journal.pbio.0030264",0,0,1,0,0,1,1,0,0,0,1,0,0,0,2,0,0,0,0,1,5,0,3,1,0,0,0,2,0,2,0,1,0,0,1,2,0,2,0,1,0,2,3,1,1,0,0,0,0,1,35
"10.1371/journal.pbio.0030265",0,1,1,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,1,6,0,3,1,0,1,0,0,0,2,0,0,3,0,1,2,2,1,0,1,0,2,2,1,0,0,0,0,0,1,36
"10.1371/journal.pbio.0030266",0,1,2,0,0,1,0,0,0,0,2,0,0,0,2,0,0,0,0,1,5,0,3,1,0,2,0,0,0,2,0,0,0,1,1,3,1,1,0,0,0,2,2,1,0,0,0,0,0,1,35
"10.1371/journal.pbio.0030267",0,0,0,1,0,2,0,0,0,0,1,0,1,0,2,0,0,0,0,1,5,0,3,1,0,0,0,0,0,2,0,0,1,3,3,1,0,3,0,0,3,2,2,1,1,0,0,0,0,1,40
"10.1371/journal.pbio.0030268",0,0,1,2,1,1,0,1,0,0,2,1,0,0,2,0,3,1,1,1,5,0,3,2,0,0,0,0,3,4,0,0,4,1,1,1,10,3,0,0,1,2,2,1,0,1,0,0,2,2,65
"10.1371/journal.pbio.0030269",0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,1,5,0,3,1,0,0,0,0,0,2,0,0,0,0,1,1,0,1,0,0,0,2,2,1,0,0,0,0,0,1,25
"10.1371/journal.pbio.0030270",0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,1,5,0,3,1,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,2,2,1,0,0,0,0,0,1,24
"10.1371/journal.pbio.0030271",0,0,4,1,0,1,3,1,0,1,2,1,0,0,3,0,0,0,1,4,5,0,3,1,3,1,2,0,5,4,0,1,5,3,1,4,11,1,0,0,3,3,3,1,2,2,2,0,0,1,89
"10.1371/journal.pbio.0030272",0,0,2,3,4,1,0,0,0,0,1,0,0,0,2,0,0,0,0,1,5,0,4,1,1,0,0,2,0,2,0,1,2,0,2,1,0,1,0,2,1,2,2,2,2,0,0,0,0,1,48
"10.1371/journal.pbio.0030273",0,4,4,3,0,1,0,0,0,0,1,0,0,1,3,0,0,0,0,2,6,1,4,2,2,0,1,0,0,2,1,2,0,5,1,2,0,2,1,0,0,3,2,1,0,0,0,0,0,1,58
"10.1371/journal.pbio.0030274",0,0,0,7,1,4,2,0,0,2,1,1,1,1,3,1,1,0,1,1,6,0,3,1,0,0,0,0,0,2,0,3,1,0,4,3,0,2,0,1,3,2,4,1,1,0,0,0,0,1,65
"10.1371/journal.pbio.0030275",2,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,5,0,3,1,0,0,0,0,0,2,0,0,0,0,0,1,1,1,0,0,0,2,2,1,1,0,0,0,0,1,27
"10.1371/journal.pbio.0030276",0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,5,0,3,1,0,0,0,0,0,2,0,0,0,0,0,1,1,1,0,0,0,2,2,1,0,2,0,0,0,1,27
"10.1371/journal.pbio.0030277",0,0,1,0,3,1,1,0,0,0,1,0,0,0,2,0,0,0,0,2,5,0,3,2,0,1,0,0,2,2,0,1,0,2,1,1,0,1,0,0,0,4,2,1,0,0,0,0,0,1,40
"10.1371/journal.pbio.0030278",0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,5,0,3,1,0,0,0,0,0,2,0,0,0,0,0,2,0,1,0,0,0,2,2,1,0,0,0,0,0,1,24
"10.1371/journal.pbio.0030279",0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,5,0,3,1,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,2,2,1,0,0,0,0,0,1,24
"10.1371/journal.pbio.0030280",0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,5,0,3,1,0,0,0,0,0,2,0,0,1,0,2,1,0,1,0,0,4,3,2,1,0,1,0,0,0,1,33
"10.1371/journal.pbio.0030281",0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,5,0,3,1,0,0,0,0,0,2,0,0,0,1,0,1,1,2,0,1,0,2,3,2,1,0,0,0,0,1,32
"10.1371/journal.pbio.0030282",0,0,4,0,0,2,0,0,0,0,1,0,0,0,2,0,0,0,0,1,6,1,3,1,0,0,0,0,0,4,1,3,1,5,1,1,0,1,0,0,1,2,2,1,2,1,2,1,0,1,51
"10.1371/journal.pbio.0030283",0,0,12,9,0,2,1,2,1,0,1,1,1,0,2,1,0,1,2,8,8,6,5,2,3,4,2,4,2,8,2,3,4,3,1,3,3,1,3,2,5,4,5,2,2,1,1,0,0,2,135
"10.1371/journal.pbio.0030284",0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,5,0,3,2,0,1,0,0,0,2,0,0,0,0,0,1,0,1,0,0,2,2,2,1,0,0,0,0,0,1,28
"10.1371/journal.pbio.0030285",0,0,0,5,1,2,0,0,1,1,1,1,0,1,2,0,0,2,0,2,6,0,3,2,0,0,0,0,1,3,1,0,1,0,0,1,0,1,1,1,1,4,2,1,0,0,0,0,0,1,49
"10.1371/journal.pbio.0030286",0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,5,0,3,1,0,0,0,0,0,2,0,0,0,0,0,3,0,1,0,0,0,3,2,1,0,1,1,0,0,1,29
"10.1371/journal.pbio.0030287",0,0,3,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,6,0,5,1,0,0,1,0,1,2,0,0,0,0,1,1,0,1,0,0,0,2,3,1,0,1,0,0,0,1,33
"10.1371/journal.pbio.0030288",0,0,2,1,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,1,5,0,3,2,0,0,0,0,0,2,0,0,0,0,0,1,1,1,0,0,0,2,2,1,0,0,0,0,0,2,30
"10.1371/journal.pbio.0030289",0,0,0,1,0,1,0,0,0,0,1,0,0,0,2,0,3,0,1,1,5,1,3,2,0,1,0,0,0,2,0,1,4,0,3,1,0,1,0,0,9,2,2,1,1,1,0,0,0,1,51
"10.1371/journal.pbio.0030290",0,1,10,0,0,1,0,0,0,0,1,0,0,1,2,0,0,0,0,0,5,1,3,1,0,0,0,0,0,2,0,0,0,1,0,1,0,1,0,1,0,2,2,1,0,0,0,0,0,1,38
"10.1371/journal.pbio.0030291",0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,5,0,3,2,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,2,2,1,0,0,0,0,0,1,25
"10.1371/journal.pbio.0030292",0,0,2,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,1,5,0,3,1,0,0,0,0,0,3,0,0,3,0,1,1,0,2,0,0,0,2,2,2,0,2,0,0,0,1,35
"10.1371/journal.pbio.0030293",0,0,0,1,1,1,0,0,0,0,1,0,0,0,2,0,0,1,1,1,9,1,3,1,0,0,0,0,0,2,1,0,4,0,3,4,0,1,0,0,3,2,2,2,0,1,0,0,0,1,49
"10.1371/journal.pbio.0030294",0,0,2,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,5,0,3,2,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,2,2,1,0,0,0,0,0,1,26
"10.1371/journal.pbio.0030295",0,0,3,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,5,0,3,1,0,0,0,0,0,2,0,0,0,0,0,1,1,1,0,0,0,2,2,1,0,0,0,0,0,1,29
"10.1371/journal.pbio.0030296",0,1,5,1,2,2,1,2,0,1,2,3,0,1,2,0,0,0,1,2,5,1,3,1,0,1,0,0,0,3,0,0,2,1,0,1,0,2,0,0,0,4,3,1,0,0,0,0,0,1,55
"10.1371/journal.pbio.0030297",0,0,2,0,1,1,0,0,0,0,1,0,0,0,2,0,0,0,0,1,5,0,4,1,0,0,0,0,1,2,0,0,1,1,0,2,0,1,0,1,0,2,2,1,0,0,0,0,0,1,33
"10.1371/journal.pbio.0030298",0,0,5,3,3,3,0,0,0,1,1,2,0,7,3,2,4,5,6,2,6,2,3,2,0,0,1,15,11,7,0,3,4,3,3,11,6,1,1,1,1,5,2,4,0,0,0,0,0,1,140
"10.1371/journal.pbio.0030299",0,0,7,2,3,2,0,1,1,0,1,1,1,0,3,0,0,1,1,1,5,2,4,3,0,0,0,0,1,2,1,5,5,1,1,2,6,5,0,1,0,3,2,1,1,0,0,0,0,1,77
"10.1371/journal.pbio.0030300",0,0,0,1,6,2,1,0,0,0,1,0,1,0,2,0,0,1,2,3,6,0,4,4,2,0,1,1,1,9,0,1,3,1,0,4,2,4,3,1,1,5,3,3,3,4,0,2,0,1,89
"10.1371/journal.pbio.0030301",0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,5,0,3,1,0,0,0,0,0,3,0,0,0,0,0,1,0,1,0,0,1,2,2,1,0,0,0,0,0,1,26
"10.1371/journal.pbio.0030302",0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,5,0,3,1,0,0,0,0,0,3,0,0,0,0,0,1,0,1,0,1,1,2,2,1,0,0,0,0,0,1,27
"10.1371/journal.pbio.0030303",0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,5,1,3,1,0,1,0,1,0,2,0,0,0,0,0,1,0,1,0,0,2,2,2,1,0,0,0,0,0,1,31
"10.1371/journal.pbio.0030304",0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,5,0,3,1,0,0,0,0,1,2,0,0,0,0,1,1,0,1,0,0,0,2,2,1,0,0,0,0,0,2,27
"10.1371/journal.pbio.0030305",0,0,2,2,2,2,0,2,0,0,2,0,0,0,2,0,0,0,0,2,5,0,3,2,0,1,0,0,0,3,0,0,3,11,1,3,0,1,1,0,4,2,2,3,1,0,0,1,0,1,64
"10.1371/journal.pbio.0030306",0,0,3,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,5,0,3,1,0,0,0,0,0,2,0,0,0,2,0,1,0,1,0,0,0,2,2,1,0,0,0,0,0,1,28
"10.1371/journal.pbio.0030307",0,0,2,0,1,3,0,2,0,0,1,0,0,0,1,0,0,1,0,0,5,0,3,1,0,1,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,2,2,1,0,0,0,0,0,1,31
"10.1371/journal.pbio.0030308",0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,6,0,3,1,0,0,0,0,0,2,0,0,0,0,0,10,1,1,0,0,1,3,2,1,0,0,0,0,0,1,38
"10.1371/journal.pbio.0030309",0,0,2,3,1,1,0,0,1,0,1,0,0,0,2,0,0,1,0,1,6,3,5,2,1,0,1,1,0,2,0,1,1,0,1,1,0,1,0,0,1,5,8,1,0,0,0,0,0,1,55
"10.1371/journal.pbio.0030310",0,0,1,0,2,3,0,0,0,0,1,0,1,0,1,0,0,0,0,1,5,1,3,1,0,0,0,0,1,2,0,0,0,0,0,1,0,1,1,0,2,2,2,1,0,0,0,0,0,1,34
"10.1371/journal.pbio.0030312",0,0,0,1,0,1,0,1,0,0,1,0,0,0,2,0,0,1,0,1,6,1,4,1,0,0,1,1,2,2,2,3,1,0,2,1,0,3,0,0,0,3,2,1,0,0,1,0,0,1,46
"10.1371/journal.pbio.0030313",0,0,0,3,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,5,2,4,1,0,0,0,0,0,2,0,0,0,0,1,1,1,1,0,2,0,2,2,1,0,0,0,0,0,1,33
"10.1371/journal.pbio.0030314",0,0,0,2,1,1,0,0,0,0,1,1,0,0,2,0,0,0,0,3,5,0,3,2,1,0,1,0,2,3,0,0,2,2,1,1,2,1,0,1,1,4,2,5,2,7,0,0,0,1,60
"10.1371/journal.pbio.0030315",0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,2,2,5,0,3,1,0,1,0,0,0,2,0,0,2,0,1,1,0,1,0,0,0,2,2,1,0,0,0,1,0,1,32
"10.1371/journal.pbio.0030316",0,0,0,0,1,2,0,0,0,0,1,0,0,0,2,0,0,0,0,1,5,0,3,2,1,0,0,0,1,2,0,1,4,0,1,1,0,1,0,1,0,3,2,1,0,0,0,0,0,1,37
"10.1371/journal.pbio.0030317",0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,5,0,3,1,0,0,0,0,0,2,0,0,0,0,0,1,2,1,0,0,1,2,2,1,1,0,0,0,0,1,28
"10.1371/journal.pbio.0030318",0,0,1,0,1,2,0,0,0,1,1,0,0,0,1,0,0,0,1,0,5,0,3,1,0,0,0,0,0,3,0,0,0,0,0,1,0,1,1,0,0,2,2,1,0,0,0,0,0,1,29
"10.1371/journal.pbio.0030319",0,0,2,0,1,3,0,1,0,0,3,0,1,0,2,0,0,1,0,2,5,0,3,1,3,0,0,0,0,2,0,1,4,1,1,3,5,1,5,1,0,2,4,3,1,0,0,0,0,1,63
"10.1371/journal.pbio.0030320",0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,7,3,5,2,5,0,3,1,0,0,1,0,0,2,0,0,0,0,0,1,0,4,0,0,26,2,2,1,0,0,1,1,0,1,73
"10.1371/journal.pbio.0030321",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,6,1,3,1,0,0,0,0,0,2,0,0,2,0,1,1,0,1,0,1,0,2,2,1,0,0,0,0,0,1,28
